#++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++
#
# DPW-8/AePW-4 SPECTRAL CONTENT SUBMITTAL FORM (Version 5 - October 16, 2024)
#
# Provide spectral content at x/c=0.45 (Kulite 7)
#
#
#
# Data Set Title XXX.YY: Replace "XXX.YY" in the zone titles with the following information
#                     (Three-Digit Participant ID).(Two-Digit Submission ID)
#                     XXX THREE-DIGIT PARTICIPANT ID: assigned by your working group leaders
#                     YY   TWO-DIGIT  SUBMISSION ID:  (self assigned) label a solver/grid/computational approach
#                     EXAMPLE: 007.02
#
# 
#       NOMENCLATURE:
#               FREQ:   Frequency (Hz)
#          <p(Pa^2)>:   Pressure power spectral content
#                   
#        DEFINITIONS:   CTU --> Convective Time Unit  (Uinf/Cref is 1.00 CTU)
#
#   REFERENCE VALUES: ONERA OAT15A (ONE CELL WIDE)
#                       Planform ref area, A         =  Cref * span (span is grid dependent)
#                       Mean aerodynamic chord, Cref =    230.00 mm
#                       x moment center              =     57.50 mm
#                       y moment center              =      0.00 mm
#                       z moment center              =      0.00 mm
#
#   REFERENCE VALUES: Common Research Model
#                       Planform ref area, A         = 594720.00 inches^2
#                       Mean aerodynamic chord, Cref =    275.80 inches
#                       Full-span length, B          =   2313.50 inches
#                       Semi-span length, BO2        =   1156.75 inches
#                       x moment center              =   1325.90 inches
#                       y moment center              =      0.00 inches
#                       z moment center              =    177.95 inches
#                       Aspect Ratio, AR             =      9.00
#
#   CONFIGURATION:      ONERA OAT15A
#                       CRMWB   (Common Research Model Wing/Body)
#                       CRMWBNP (Common Research Model Wing/Body/Nacelle/Pylon)
#
#
#              NOTES:   1. All numerical data fields can be free-formatted.
#                       2. Please use at least 4 decimal places for coordinate values
#                       3. Please use at least 6 decimal places for coefficient values
#                       4. Only include one grid type, grid size, soln method, turb model, etc per form.
#                       5. Fill fields with value of -999 for data that are not available.
#
#++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++

TITLE = "008.02"
# Column       1       2
VARIABLES =   "FREQ"  "<p(Pa^2)>"

#---------------------------------------------------
#   PARTICIPANT, GRID, AND SOLVER INFORMATION
#---------------------------------------------------
DATASETAUXDATA ParticipantID   = "008"
35201.36294183824      4.661103208002753
35214.6314540666      4.661534638338218
35227.899966294965      4.661687963309054
35241.16847852332      4.661733073599005
35254.43699075168      4.661756593470538
35267.70550298004      4.662098522716774
35280.9740152084      4.661540654919362
35294.24252743676      4.661584231549178
35307.51103966512      4.661642570624479
35320.77955189348      4.661620898376897
35334.04806412184      4.661602444076551
35347.3165763502      4.661623956444004
35360.58508857856      4.661752498639669
35373.85360080692      4.6616907718396625
35387.12211303528      4.661657855306025
35400.39062526364      4.661658378768256
35413.659137491995      4.661683095570495
35426.927649720354      4.661870113087285
35440.19616194872      4.6615952661380335
35453.46467417708      4.661653123156349
35466.733186405436      4.6616430037694085
35480.001698633794      4.661645349546158
35493.27021086215      4.661586567168295
35506.53872309052      4.661326691492364
35519.807235318876      4.661569642836278
35533.075747547235      4.661639404844336
35546.34425977559      4.661680190284349
35559.61277200395      4.661683378726801
35572.88128423232      4.661632859123977
35586.149796460675      4.6603449072356575
35599.41830868903      4.661479656064737
35612.68682091739      4.661560734436641
35625.95533314575      4.661557241313038
35639.223845374116      4.661549952328655
35652.492357602474      4.661680654529518
35665.76086983083      4.66113172854054
35679.02938205919      4.661477898708047
35692.29789428755      4.661474675902521
35705.56640651591      4.661375536370804
35718.83491874427      4.661274517070081
35732.10343097263      4.6612170175893395
35745.37194320099      4.662809029206377
35758.64045542935      4.661854441053938
35771.908967657706      4.661672131925633
35785.17747988607      4.661573068217895
35798.44599211443      4.661459060323879
35811.71450434279      4.661108610286175
35824.98301657115      4.662656077765565
35838.251528799505      4.662003845481996
35851.52004102787      4.66182074801759
35864.78855325623      4.661852758377731
35878.05706548459      4.661929802723104
35891.325577712945      4.661921510085295
35904.5940899413      4.661334945658382
35917.86260216967      4.661582602057668
35931.13111439803      4.661621811557993
35944.399626626386      4.6617088596940714
35957.668138854744      4.661849293895291
35970.9366510831      4.662270417424592
35984.20516331146      4.660993715708345
35997.473675539826      4.661295890399843
36010.742187768185      4.661415572104054
36024.01069999654      4.661435787548073
36037.2792122249      4.6614675063890205
36050.54772445326      4.661698507092034
36063.816236681625      4.661388766370236
36077.08474890998      4.6613601460105905
36090.35326113834      4.661405055513768
36103.6217733667      4.66139992012851
36116.89028559506      4.66141847970106
36130.158797823424      4.661533466278275
36143.42731005178      4.661429856963098
36156.69582228014      4.6613944822075775
36169.9643345085      4.661392425371425
36183.23284673686      4.661393326387814
36196.501358965215      4.661388997858719
36209.76987119358      4.661624917496662
36223.03838342194      4.661339342902164
36236.3068956503      4.661379602667635
36249.575407878656      4.661397852085255
36262.843920107014      4.661406003737228
36276.11243233538      4.661279519473863
36289.38094456374      4.6607545197624916
36302.649456792096      4.661308571716935
36315.917969020455      4.661363093124557
36329.18648124881      4.661407046638797
36342.45499347718      4.66143705426822
36355.72350570554      4.661425023737725
36368.992017933895      4.660120333962568
36382.26053016225      4.661152987231896
36395.52904239061      4.661245844570744
36408.79755461898      4.661225333562962
36422.066066847336      4.661206309081043
36435.334579075694      4.661379419220159
36448.60309130405      4.66119730010927
36461.87160353241      4.661245385287806
36475.14011576077      4.66123044278223
36488.408627989134      4.661131380544285
36501.67714021749      4.660995980390369
36514.94565244585      4.660886708814316
36528.21416467421      4.662382926226301
36541.48267690257      4.661603950561467
36554.75118913093      4.661434860559313
36568.01970135929      4.6613768302478
36581.28821358765      4.661308015311692
36594.55672581601      4.660928441283186
36607.82523804437      4.661970602345852
36621.09375027273      4.661598421070728
36634.36226250109      4.661480066186137
36647.63077472945      4.661507166287054
36660.89928695781      4.661608766672786
36674.167799186165      4.6615988280028455
36687.43631141453      4.661096266331778
36700.70482364289      4.6612788484902925
36713.97333587125      4.661306566840726
36727.241848099606      4.66135322651413
36740.510360327964      4.661398237798945
36753.77887255632      4.661760493814438
36767.04738478469      4.661009030221474
36780.315897013046      4.661137922000929
36793.584409241405      4.661192713050889
36806.85292146976      4.661216876770709
36820.12143369812      4.6611872914145644
36833.38994592649      4.661451007772788
36846.658458154845      4.661166195669842
36859.9269703832      4.661151252209159
36873.19548261156      4.66118771879942
36886.46399483992      4.661179692786332
36899.732507068285      4.661234497123973
36913.001019296644      4.661500132637327
36926.269531525      4.661132176326078
36939.53804375336      4.661137158714814
36952.80655598172      4.661169328129472
36966.07506821008      4.661148817343916
36979.34358043844      4.6611432998364055
36992.6120926668      4.661227771172447
37005.88060489516      4.661131794392275
37019.14911712352      4.66115246673545
37032.417629351876      4.6611768572023395
37045.68614158024      4.661204715818633
37058.9546538086      4.661076390687375
37072.22316603696      4.660328315741608
37085.491678265316      4.661038032590555
37098.760190493675      4.6611092902766424
37112.02870272204      4.661106695182419
37125.2972149504      4.6611686838220985
37138.56572717876      4.661219045853014
37151.834239407115      4.660250836751036
37165.10275163547      4.6609173149333545
37178.37126386384      4.660980758447415
37191.6397760922      4.660943368632298
37204.908288320556      4.660857342624587
37218.176800548914      4.661054376151035
37231.44531277727      4.661347853546383
37244.71382500563      4.661104646418042
37257.982337233996      4.661050550548593
37271.250849462354      4.660997903369117
37284.51936169071      4.660830875758925
37297.78787391907      4.660683942058261
37311.05638614743      4.6618752353735395
37324.324898375795      4.661336873963232
37337.59341060415      4.661212655610882
37350.86192283251      4.661194963288584
37364.13043506087      4.661236602654195
37377.39894728923      4.660891150561561
37390.667459517594      4.6612934815515175
37403.93597174595      4.661194844931064
37417.20448397431      4.661159816384566
37430.47299620267      4.6611677683832555
37443.74150843103      4.661313317785868
37457.01002065939      4.661306992817557
37470.27853288775      4.660879667804069
37483.54704511611      4.660982971969149
37496.81555734447      4.661011503860765
37510.084069572826      4.661010175830435
37523.352581801184      4.660987716901585
37536.62109402955      4.661195916777835
37549.88960625791      4.660960078554386
37563.158118486266      4.660960696214075
37576.426630714624      4.660973493404043
37589.69514294298      4.661005009209357
37602.96365517135      4.660927956458829
37616.23216739971      4.661178386014013
37629.500679628065      4.660952858639639
37642.76919185642      4.660946941450586
37656.03770408478      4.660960346192308
37669.30621631315      4.660970454738754
37682.574728541505      4.66101876602251
37695.843240769864      4.661452087680079
37709.11175299822      4.660884238779289
37722.38026522658      4.66091701626041
37735.64877745494      4.660960310053901
37748.917289683304      4.660937881294376
37762.18580191166      4.660895517307509
37775.45431414002      4.660898853554668
37788.72282636838      4.660910224989621
37801.99133859674      4.660927381254323
37815.2598508251      4.660972918804661
37828.52836305346      4.66101871856699
37841.79687528182      4.6609076052756935
37855.06538751018      4.659932562578973
37868.333899738536      4.660768010308728
37881.6024119669      4.660832395594648
37894.87092419526      4.660823699248951
37908.13943642362      4.6608526974401325
37921.40794865198      4.661005373260376
37934.676460880335      4.660306382446469
37947.9449731087      4.660709538488946
37961.21348533706      4.660739951416114
37974.48199756542      4.6606647579130485
37987.750509793776      4.660518970955953
38001.019022022134      4.660689291996135
38014.28753425049      4.6614701859567
38027.55604647886      4.6609927312881325
38040.824558707216      4.6608850977549166
38054.093070935574      4.66085737323199
38067.36158316393      4.6607109909100135
38080.63009539229      4.660497673289897
38093.89860762066      4.66150180808966
38107.167119849015      4.661107769378586
38120.43563207737      4.661014080276911
38133.70414430573      4.661046795867195
38146.97265653409      4.661175406843708
38160.241168762455      4.66095996006914
38173.509680990814      4.66075802319245
38186.77819321917      4.6608456849883275
38200.04670544753      4.660869705086327
38213.31521767589      4.6608860641180865
38226.583729904254      4.661045761906213
38239.85224213261      4.661107769463377
38253.12075436097      4.660635058350122
38266.38926658933      4.660725415420818
38279.65777881769      4.660758745416567
38292.926291046046      4.660739917805702
38306.19480327441      4.6606600396958795
38319.46331550277      4.660691278367864
38332.73182773113      4.660844917246703
38346.000339959486      4.660786936795595
38359.268852187844      4.660758059361484
38372.53736441621      4.660787638750815
38385.80587664457      4.66072581369597
38399.07438887293      4.660903362609955
38412.342901101285      4.660738702490514
38425.61141332964      4.660758014307761
38438.87992555801      4.66075033281095
38452.14843778637      4.660763147364465
38465.416950014725      4.660791003844229
38478.685462243084      4.66134750943306
38491.95397447144      4.660698053938738
38505.22248669981      4.660723397152007
38518.490998928166      4.660781247407936
38531.759511156524      4.660767235206113
38545.02802338488      4.660641656174746
38558.29653561324      4.6605931358418875
38571.5650478416      4.66071295345554
38584.833560069965      4.660725020416736
38598.10207229832      4.66076216143712
38611.37058452668      4.660820944666666
38624.63909675504      4.6607451071701345
38637.9076089834      4.659747804975717
38651.17612121176      4.660525262592609
38664.44463344012      4.660590910917201
38677.71314566848      4.66054701775912
38690.98165789684      4.660549368981551
38704.2501701252      4.660765883753517
38717.51868235356      4.660437899628674
38730.78719458192      4.660553246875609
38744.05570681028      4.66054927698419
38757.32421903864      4.660470830227242
38770.592731266996      4.660310341481058
38783.861243495354      4.660376554660517
38797.12975572372      4.661328863558382
38810.39826795208      4.66084879890155
38823.666780180436      4.660745933040857
38836.935292408794      4.66073135092731
38850.20380463715      4.660693368677922
38863.47231686552      4.660460695892601
38876.74082909388      4.660949706495877
38890.009341322235      4.660802794401917
38903.27785355059      4.660766991494418
38916.54636577895      4.660812584413196
38929.81487800732      4.6609978359618855
38943.083390235675      4.660972924706872
38956.35190246403      4.660375109371771
38969.62041469239      4.6605334781894
38982.88892692075      4.660594540274204
38996.157439149116      4.660593320357699
39009.425951377474      4.660624414998715
39022.69446360583      4.660749347794258
39035.96297583419      4.660538446339489
39049.23148806255      4.660528427640312
39062.50000029091      4.660543108161439
39075.76851251927      4.660524571009646
39089.03702474763      4.660359777464679
39102.30553697599      4.660260432754897
39115.57404920435      4.660660354982264
39128.842561432706      4.660606300296534
39142.11107366107      4.66056206089924
39155.37958588943      4.66056908715829
39168.64809811779      4.660597112337019
39181.91661034615      4.660667593534307
39195.185122574505      4.660519926694577
39208.45363480287      4.660558693870222
39221.72214703123      4.660541420696439
39234.99065925959      4.660525011552885
39248.259171487945      4.660636159697818
39261.527683716304      4.6609995177118755
39274.79619594467      4.660532685304987
39288.06470817303      4.660545304917031
39301.333220401386      4.660600818334515
39314.601732629744      4.660599003947797
39327.8702448581      4.660479522550883
39341.13875708646      4.660273220847984
39354.40726931483      4.660509825924733
39367.675781543185      4.6605267295264445
39380.94429377154      4.660544974741006
39394.2128059999      4.6606259461128845
39407.48131822826      4.660519844791503
39420.749830456625      4.65991218590014
39434.01834268498      4.6603451544627
39447.28685491334      4.660405658572722
39460.5553671417      4.660342897312914
39473.82387937006      4.660318082290072
39487.092391598424      4.660425343594612
39500.36090382678      4.660596426598475
39513.62941605514      4.660466780853671
39526.8979282835      4.660431080599083
39540.16644051186      4.660370041314896
39553.434952740216      4.6602233838101474
39566.70346496858      4.660239398852929
39579.97197719694      4.66093934919292
39593.2404894253      4.660648035438055
39606.509001653656      4.660556663688653
39619.777513882014      4.660587464149793
39633.04602611038      4.660599744420031
39646.31453833874      4.660546106656509
39659.5830505671      4.660431766346259
39672.851562795455      4.660496385893371
39686.12007502381      4.660504792875486
39699.38858725218      4.660537840043222
39712.65709948054      4.660684455743884
39725.925611708895      4.660810689957972
39739.19412393725      4.660217086493621
39752.46263616561      4.660318152938192
39765.73114839398      4.660376814477356
39778.999660622336      4.660352295789926
39792.268172850694      4.660282290334761
39805.53668507905      4.660351286179363
39818.80519730741      4.660423332445955
39832.07370953577      4.660367991560234
39845.342221764135      4.660368017104008
39858.61073399249      4.6603604191438075
39871.87924622085      4.660233146417069
39885.14775844921      4.66003493567018
39898.41627067757      4.660420222860511
39911.68478290593      4.6604097460583676
39924.95329513429      4.66035502480971
39938.22180736265      4.660363697772181
39951.49031959101      4.66049750284668
39964.75883181937      4.660409245189681
39978.02734404773      4.660328554356997
39991.29585627609      4.660364453217544
40004.56436850445      4.660360549950022
40017.83288073281      4.660333383056188
40031.101392961165      4.660465215833199
40044.36990518953      4.660537889227518
40057.63841741789      4.660364144361553
40070.90692964625      4.6603654761227755
40084.175441874606      4.660412467233935
40097.443954102964      4.660437064270806
40110.71246633132      4.660295327553847
40123.98097855969      4.660132850177547
40137.24949078805      4.660319419539839
40150.518003016405      4.660325846803137
40163.78651524476      4.660330528034539
40177.05502747312      4.660385687128172
40190.32353970149      4.660257310212796
40203.592051929845      4.660162395318283
40216.8605641582      4.660247688616337
40230.12907638656      4.660262795041785
40243.39758861492      4.660200252761259
40256.666100843286      4.660127415103517
40269.934613071644      4.660171435991941
40283.2031253      4.660600984009804
40296.47163752836      4.660380986950857
40309.74014975672      4.660330818868759
40323.00866198508      4.660300836913358
40336.27717421344      4.660205582839117
40349.5456864418      4.660181243347813
40362.81419867016      4.6605075142840064
40376.08271089852      4.660418542309985
40389.351223126876      4.6603705667463595
40402.61973535524      4.6604168579118435
40415.8882475836      4.6605255734497515
40429.15675981196      4.660531378023386
40442.42527204032      4.660112657871553
40455.693784268675      4.660240707705413
40468.96229649704      4.660285617172952
40482.2308087254      4.6602924441784985
40495.49932095376      4.6604033621936445
40508.767833182115      4.660601273970785
40522.03634541047      4.6601035431607265
40535.30485763884      4.660146076281735
40548.5733698672      4.660194556270556
40561.841882095556      4.6601819077006255
40575.110394323914      4.660022505098848
40588.37890655227      4.6601053548937825
40601.64741878063      4.660261452610922
40614.915931008996      4.660212568440721
40628.184443237355      4.660186664074017
40641.45295546571      4.66020228634024
40654.72146769407      4.660080800525992
40667.98997992243      4.6598342877588035
40681.258492150795      4.660211627770206
40694.52700437915      4.660220554406581
40707.79551660751      4.660175464228099
40721.06402883587      4.6601701805169
40734.33254106423      4.660330256288441
40747.601053292594      4.660092216367606
40760.86956552095      4.660161046235445
40774.13807774931      4.660184620379641
40787.40658997767      4.660180154396977
40800.67510220603      4.660150428962459
40813.94361443439      4.660290027460685
40827.21212666275      4.6602453486077025
40840.48063889111      4.660187733395084
40853.74915111947      4.660178846462336
40867.017663347826      4.660208474001848
40880.286175576184      4.660213568652925
40893.55468780455      4.660116227297547
40906.82320003291      4.66015007079488
40920.09171226127      4.660161392281829
40933.360224489625      4.66016046859731
40946.62873671798      4.660138631411778
40959.89724894635      4.660150690958786
40973.16576117471      4.660054280844478
40986.434273403065      4.660261179822683
40999.70278563142      4.660160704086891
41012.97129785978      4.6601390804060205
41026.23981008815      4.660110793829409
41039.508322316506      4.660031642414589
41052.776834544864      4.660008112543743
41066.04534677322      4.6603879090069125
41079.31385900158      4.66023096229946
41092.58237122994      4.660187252124177
41105.850883458304      4.660185903473575
41119.11939568666      4.660200807292646
41132.38790791502      4.660115225001638
41145.65642014338      4.660179676291259
41158.92493237174      4.660200185909891
41172.1934446001      4.660179849696053
41185.46195682846      4.660206256187567
41198.73046905682      4.660343093277004
41211.99898128518      4.6604063540142775
41225.26749351354      4.659947862947816
41238.5360057419      4.660061712581421
41251.80451797026      4.660092022498588
41265.07303019862      4.660097268198938
41278.34154242698      4.660096511480188
41291.610054655335      4.660393691066484
41304.8785668837      4.66000160934995
41318.14707911206      4.660018768640353
41331.41559134042      4.660056207715389
41344.684103568776      4.660042037510926
41357.952615797134      4.65986464373815
41371.22112802549      4.659953070608986
41384.48964025386      4.660078884517603
41397.758152482216      4.660043835769191
41411.026664710575      4.660039006452657
41424.29517693893      4.660038776001464
41437.56368916729      4.66002992771586
41450.83220139566      4.659677304007178
41464.100713624015      4.66002636230404
41477.36922585237      4.66003324119447
41490.63773808073      4.660023318539239
41503.90625030909      4.659994947692735
41517.174762537456      4.66019812783767
41530.443274765814      4.65982828926554
41543.71178699417      4.6599964025906
41556.98029922253      4.660015144730123
41570.24881145089      4.66001550232061
41583.517323679254      4.66000723867326
41596.78583590761      4.660054702589022
41610.05434813597      4.66005628628443
41623.32286036433      4.6600291129622
41636.59137259269      4.660030743636758
41649.859884821046      4.66000248935047
41663.12839704941      4.660017473145876
41676.39690927777      4.659892535663999
41689.66542150613      4.6601868269953926
41702.933933734486      4.6600558691410665
41716.202445962845      4.660026131926662
41729.47095819121      4.659992432227369
41742.73947041957      4.659943965519667
41756.00798264793      4.659879044572066
41769.276494876285      4.660238700427612
41782.54500710464      4.660077399888137
41795.81351933301      4.6600310821674675
41809.08203156137      4.660033628138384
41822.350543789726      4.659980074911811
41835.619056018084      4.659924016210279
41848.88756824644      4.660135258762476
41862.1560804748      4.660061110552247
41875.424592703166      4.660024570753687
41888.693104931524      4.660066566924866
41901.96161715988      4.660170771033156
41915.23012938824      4.660067080878474
41928.4986416166      4.659937760216119
41941.767153844965      4.659975834462815
41955.03566607332      4.659990737078545
41968.30417830168      4.660002106111635
41981.57269053004      4.660114667979555
41994.8412027584      4.660256406291434
42008.109714986764      4.659835723896267
42021.37822721512      4.659907248097797
42034.64673944348      4.6599510571805425
42047.91525167184      4.659930142177592
42061.1837639002      4.659818244681127
42074.45227612856      4.6601963522503915
42087.72078835692      4.659865454079901
42100.98930058528      4.659901632412609
42114.25781281364      4.659911459160886
42127.526325041996      4.659904936147603
42140.794837270354      4.659750132514122
42154.06334949872      4.659826814866406
42167.33186172708      4.659890160716695
42180.600373955436      4.659893486169865
42193.868886183795      4.659891244016167
42207.13739841215      4.659880256979527
42220.40591064052      4.659974154137658
42233.67442286888      4.659506237903197
42246.942935097235      4.659874651492136
42260.21144732559      4.659877020374133
42273.47995955395      4.659884612451436
42286.74847178232      4.659886755768896
42300.016984010676      4.660033186921234
42313.285496239034      4.659557060367241
42326.55400846739      4.659835855193105
42339.82252069575      4.659849386857267
42353.091032924116      4.659839435409903
42366.359545152474      4.659869728310375
42379.62805738083      4.659820804553246
42392.89656960919      4.659926681131921
42406.16508183755      4.659877520951361
42419.43359406591      4.659868963917415
42432.70210629427      4.659811436777568
42445.97061852263      4.659782656687421
42459.23913075099      4.659684682318416
42472.50764297935      4.660207767942439
42485.776155207706      4.659975388957109
42499.04466743607      4.659912725689479
42512.31317966443      4.659876763728965
42525.58169189279      4.65974808180607
42538.85020412115      4.659764779313855
42552.118716349505      4.660130198631188
42565.38722857787      4.659980129711657
42578.65574080623      4.659925316166306
42591.92425303459      4.659961898067235
42605.192765262946      4.659978991814322
42618.461277491304      4.659897780909506
42631.72978971966      4.659879370480609
42644.99830194803      4.659870278938085
42658.266814176386      4.659871564397151
42671.535326404744      4.659919703432762
42684.8038386331      4.660144068970887
42698.07235086146      4.659987183129749
42711.34086308983      4.659757605182492
42724.609375318185      4.6597853773991975
42737.87788754654      4.659823268229551
42751.1463997749      4.659818098481809
42764.41491200326      4.659896131822108
42777.683424231625      4.660036834693101
42790.951936459984      4.659756018442923
42804.22044868834      4.659793752730483
42817.4889609167      4.659816391644767
42830.75747314506      4.659800957443832
42844.025985373424      4.659576961477341
42857.29449760178      4.660002119573812
42870.56300983014      4.659743432215423
42883.8315220585      4.659789189079877
42897.10003428686      4.659796019679393
42910.368546515216      4.6597845021243325
42923.63705874358      4.65963421391485
42936.90557097194      4.659724545728819
42950.1740832003      4.659744841191386
42963.442595428656      4.659771013675412
42976.711107657015      4.659769469152419
42989.97961988538      4.659738878246129
43003.24813211374      4.659884625790987
43016.5166443421      4.6593884119950655
43029.785156570455      4.659730702771322
43043.05366879881      4.659718785353645
43056.32218102718      4.65974799744525
43069.59069325554      4.659752556413909
43082.859205483895      4.659874411383593
43096.127717712254      4.659436313159552
43109.39622994061      4.659694900203682
43122.66474216898      4.659696224660683
43135.933254397336      4.659676402713283
43149.201766625694      4.659703083140042
43162.47027885405      4.659647405757206
43175.73879108241      4.659880702722491
43189.00730331077      4.659753467517491
43202.275815539135      4.659753171517618
43215.54432776749      4.659677445896504
43228.81283999585      4.65958507930497
43242.08135222421      4.659575835150278
43255.34986445257      4.660102440024141
43268.61837668093      4.659876820106199
43281.88688890929      4.659821816566012
43295.15540113765      4.659804530904383
43308.42391336601      4.6596920598168206
43321.69242559437      4.659747996726654
43334.96093782273      4.659846518346651
43348.22945005109      4.659823132958989
43361.49796227945      4.6597850277808535
43374.76647450781      4.659848591551824
43388.034986736166      4.659999932114625
43401.303498964524      4.659911617250263
43414.57201119289      4.659617053597291
43427.84052342125      4.659674128540114
43441.109035649606      4.659699850116993
43454.377547877964      4.6597269486589425
43467.64606010632      4.65998358832011
43480.91457233469      4.659817958399394
43494.18308456305      4.659666205931197
43507.451596791405      4.65964532476254
43520.72010901976      4.659684086427084
43533.98862124812      4.659670517320742
43547.25713347649      4.65961689669784
43560.525645704845      4.659705235100844
43573.794157933204      4.659688813497267
43587.06267016156      4.659694257383788
43600.33118238992      4.659692863849296
43613.599694618286      4.6596994613176195
43626.868206846644      4.659405983931129
43640.136719075      4.659780062728461
43653.40523130336      4.65962476709693
43666.67374353172      4.659679802327832
43679.94225576008      4.659662583912157
43693.21076798844      4.659655391462209
43706.4792802168      4.659565078993011
43719.74779244516      4.659676680257928
43733.01630467352      4.659609125338053
43746.284816901876      4.659632144478072
43759.55332913024      4.659659849431216
43772.8218413586      4.659621322326257
43786.09035358696      4.659770161531625
43799.35886581532      4.659325413009612
43812.627378043675      4.659592492529768
43825.89589027204      4.659586075408349
43839.1644025004      4.6596184263390255
43852.43291472876      4.659641294409753
43865.701426957115      4.659726433880515
43878.969939185474      4.659366918675841
43892.23845141384      4.659562153659775
43905.5069636422      4.659571726969803
43918.775475870556      4.6595221914348395
43932.043988098914      4.659531123599146
43945.31250032727      4.659479234778479
43958.58101255563      4.659870844453024
43971.849524784      4.659693169253856
43985.118037012355      4.659652193968173
43998.38654924071      4.659580970143062
44011.65506146907      4.659478181252675
44024.92357369743      4.659410415381317
44038.192085925795      4.659987607940733
44051.46059815415      4.659787360501169
44064.72911038251      4.659716604744279
44077.99762261087      4.659739983646846
44091.26613483923      4.6597142879609335
44104.534647067594      4.659758161683729
44117.80315929595      4.659594483774658
44131.07167152431      4.659641646628621
44144.34018375267      4.659649923723494
44157.60869598103      4.6597132363394005
44170.87720820939      4.659902950532256
44184.14572043775      4.659974739964764
44197.41423266611      4.659427166390969
44210.68274489447      4.659489435051572
44223.951257122826      4.659560216786758
44237.219769351184      4.659573734821205
44250.48828157955      4.659690110962713
44263.75679380791      4.659655278191904
44277.02530603627      4.65958061356801
44290.293818264625      4.659527928545335
44303.56233049298      4.659566193015935
44316.83084272135      4.659548625942063
44330.09935494971      4.659409944478129
44343.367867178065      4.659413941860435
44356.636379406424      4.659597296933942
44369.90489163478      4.659589914801454
44383.17340386315      4.659570841368238
44396.441916091506      4.659572055508386
44409.710428319864      4.659396783429984
44422.97894054822      4.659593186266273
44436.24745277658      4.659498126064492
44449.51596500494      4.659572256408015
44462.784477233305      4.65956284370005
44476.05298946166      4.65953759733773
44489.32150169002      4.659524653886906
44502.59001391838      4.6595055783155015
44515.85852614674      4.659494010502755
44529.1270383751      4.659519426022176
44542.39555060346      4.659556777130548
44555.66406283182      4.659556526860538
44568.93257506018      4.659642921624652
44582.20108728854      4.659129387998227
44595.4695995169      4.659446747498124
44608.73811174526      4.659451299557769
44622.00662397362      4.659465370026025
44635.27513620198      4.659500072219131
44648.543648430335      4.659547760878448
44661.8121606587      4.659347751121875
44675.08067288706      4.659455737514293
44688.34918511542      4.659446333659093
44701.617697343776      4.659374052829117
44714.886209572134      4.659311391386422
44728.15472180049      4.659253724509361
44741.42323402886      4.659941060723477
44754.69174625722      4.659648486141878
44767.960258485575      4.6595745723488085
44781.22877071393      4.659508598697493
44794.49728294229      4.659396382784105
44807.76579517066      4.659302042573895
44821.034307399015      4.65985802632826
44834.30281962737      4.659694250214827
44847.57133185573      4.659637925140969
44860.83984408409      4.659667463247102
44874.108356312456      4.659738602905103
44887.376868540814      4.659829702653848
44900.64538076917      4.659373925342578
44913.91389299753      4.659492026585629
44927.18240522589      4.659526943493048
44940.450917454255      4.659583871590479
44953.71942968261      4.659766941889803
44966.98794191097      4.659936641345358
44980.25645413933      4.659339797642496
44993.52496636769      4.659378760564142
45006.793478596046      4.659450662176274
45020.06199082441      4.659462206188065
45033.33050305277      4.6594649100247905
45046.59901528113      4.659458668285464
45059.86752750949      4.659513152236666
45073.136039737845      4.659446752099127
45086.40455196621      4.659462879199518
45099.67306419457      4.659474718629512
45112.94157642293      4.659326402439092
45126.210088651285      4.659327846293337
45139.47860087964      4.659479372440482
45152.74711310801      4.659488757450979
45166.01562533637      4.659461560383197
45179.284137564726      4.659458863601803
45192.552649793084      4.659363867084765
45205.82116202144      4.659509561189619
45219.0896742498      4.65940872037862
45232.358186478166      4.659465990498115
45245.626698706525      4.65947098991806
45258.89521093488      4.659464035291393
45272.16372316324      4.6594489588026216
45285.4322353916      4.659199797215664
45298.700747619965      4.659363587650121
45311.96925984832      4.659404252551199
45325.23777207668      4.659453785098271
45338.50628430504      4.659486446332026
45351.7747965334      4.659546033313685
45365.043308761764      4.658899086746401
45378.31182099012      4.659264821742524
45391.58033321848      4.659315955824684
45404.84884544684      4.659294015176616
45418.1173576752      4.659283739338951
45431.38586990356      4.659364803096768
45444.65438213192      4.6594339174266075
45457.92289436028      4.659382606745773
45471.19140658864      4.659357630501648
45484.459918816996      4.659259111193037
45497.728431045354      4.659111232265449
45510.99694327372      4.659028400705498
45524.26545550208      4.6599526743198165
45537.53396773044      4.659614655789138
45550.802479958795      4.659517257681853
45564.07099218715      4.659469873984883
45577.33950441552      4.65941293884701
45590.60801664388      4.659237533556927
45603.876528872235      4.659664758497469
45617.14504110059      4.659579536773859
45630.41355332895      4.659524301456107
45643.68206555732      4.659562308893142
45656.950577785676      4.659739108583956
45670.219090014034      4.659828078570199
45683.48760224239      4.6592484971250805
45696.75611447075      4.659353185560417
45710.024626699116      4.659405436877373
45723.293138927475      4.659444325386472
45736.56165115583      4.659559446785111
45749.83016338419      4.659796266934912
45763.09867561255      4.659300536757052
